hour,time,WindDayAheadForecastMW,WindIntradayForecastMW,PVDayAheadForecastMW,PVIntradayForecastMW,DayAheadPriceHourlyEURMWh,IntradayPricePriceQuarterHourlyEURMWh,IntradayPriceHourlyEURMWh,ImbalancePriceQuarterHourlyEURMWh
20,12/26/21 20:15,"21 517,00","21 473,00","0,00","0,00","190,69","136,34","137,31","316,06"
20,12/26/21 20:30,"21 593,00","21 442,00","0,00","0,00","190,69","126,21","137,31","66,53"
20,12/26/21 20:45,"21 669,00","21 419,00","0,00","0,00","190,69","110,61","137,31","15,70"
21,12/26/21 21:00,"21 746,00","21 304,00","0,00","0,00","155,49","152,54","123,79","289,94"
21,12/26/21 21:15,"21 775,00","21 232,00","0,00","0,00","155,49","138,74","123,79","297,46"
21,12/26/21 21:30,"21 804,00","21 270,00","0,00","0,00","155,49","116,50","123,79","286,39"
21,12/26/21 21:45,"21 843,00","21 309,00","0,00","0,00","155,49","97,80","123,79","-10,09"
22,12/26/21 22:00,"21 520,00","20 875,00","0,00","0,00","144,90","159,39","121,95","303,57"
22,12/26/21 22:15,"21 519,00","20 959,00","0,00","0,00","144,90","132,86","121,95","160,55"
22,12/26/21 22:30,"21 526,00","20 652,00","0,00","0,00","144,90","107,43","121,95","246,69"
22,12/26/21 22:45,"21 533,00","20 451,00","0,00","0,00","144,90","92,39","121,95","263,84"
23,12/26/21 23:00,"21 534,00","20 212,00","0,00","0,00","100,08","141,20","96,05","338,30"
23,12/26/21 23:15,"21 561,00","19 853,00","0,00","0,00","100,08","119,95","96,05","327,78"
23,12/26/21 23:30,"21 592,00","19 730,00","0,00","0,00","100,08","85,56","96,05","284,72"
23,12/26/21 23:45,"21 627,00","19 558,00","0,00","0,00","100,08","58,55","96,05","124,18"
0,12/27/21 0:00,"21 708,00","19 371,00","0,00","0,00","95,79","104,84","94,79","270,42"
0,12/27/21 0:15,"21 683,00","18 997,00","0,00","0,00","95,79","117,24","94,79","304,83"
0,12/27/21 0:30,"21 668,00","18 856,00","0,00","0,00","95,79","114,07","94,79","176,23"
0,12/27/21 0:45,"21 538,00","18 876,00","0,00","0,00","95,79","108,47","94,79","171,34"
1,12/27/21 1:00,"21 539,00","18 741,00","0,00","0,00","86,23","127,80","96,02","298,47"
1,12/27/21 1:15,"21 532,00","18 750,00","0,00","0,00","86,23","108,21","96,02","235,29"
1,12/27/21 1:30,"21 537,00","18 736,00","0,00","0,00","86,23","104,28","96,02","49,51"
1,12/27/21 1:45,"21 551,00","18 578,00","0,00","0,00","86,23","94,47","96,02","184,08"
2,12/27/21 2:00,"21 568,00","18 626,00","0,00","0,00","81,36","116,83","92,76","391,99"
2,12/27/21 2:15,"21 611,00","18 468,00","0,00","0,00","81,36","85,47","92,76","324,13"
2,12/27/21 2:30,"21 661,00","18 293,00","0,00","0,00","81,36","102,98","92,76","195,51"
2,12/27/21 2:45,"21 653,00","18 062,00","0,00","0,00","81,36","109,85","92,76","137,18"
3,12/27/21 3:00,"21 637,00","18 030,00","0,00","0,00","78,96","104,27","93,24","28,85"
3,12/27/21 3:15,"21 645,00","17 979,00","0,00","0,00","78,96","96,13","93,24","0,39"
3,12/27/21 3:30,"21 600,00","18 027,00","0,00","0,00","78,96","89,52","93,24","-18,35"
3,12/27/21 3:45,"21 552,00","18 082,00","0,00","0,00","78,96","89,54","93,24","-7,23"
4,12/27/21 4:00,"21 504,00","17 954,00","0,00","0,00","76,04","68,35","86,57","70,38"
4,12/27/21 4:15,"21 465,00","17 601,00","0,00","0,00","76,04","72,23","86,57","215,88"
4,12/27/21 4:30,"21 426,00","17 402,00","0,00","0,00","76,04","92,83","86,57","200,94"
4,12/27/21 4:45,"21 399,00","17 314,00","0,00","0,00","76,04","98,87","86,57","237,53"
5,12/27/21 5:00,"21 367,00","17 264,00","0,00","0,00","97,53","110,45","114,26","230,71"
5,12/27/21 5:15,"21 318,00","17 265,00","0,00","0,00","97,53","117,58","114,26","149,35"
5,12/27/21 5:30,"21 249,00","17 195,00","0,00","0,00","97,53","135,01","114,26","164,57"
5,12/27/21 5:45,"21 192,00","17 242,00","0,00","0,00","97,53","150,14","114,26","224,64"
6,12/27/21 6:00,"21 434,00","17 421,00","0,00","0,00","110,05","106,57","147,64","3,70"
6,12/27/21 6:15,"21 418,00","17 273,00","0,00","0,00","110,05","147,90","147,64","-5,23"
6,12/27/21 6:30,"21 394,00","17 046,00","0,00","0,00","110,05","153,87","147,64","70,01"
6,12/27/21 6:45,"21 356,00","16 937,00","0,00","0,00","110,05","206,15","147,64","104,56"
7,12/27/21 7:00,"21 319,00","16 766,00","0,00","0,00","134,11","106,58","180,01","-13,14"
7,12/27/21 7:15,"21 262,00","16 785,00","0,00","0,00","134,11","185,60","180,01","47,59"
7,12/27/21 7:30,"21 197,00","16 847,00","0,00","0,00","134,11","203,22","180,01","146,00"
7,12/27/21 7:45,"21 110,00","16 645,00","0,00","0,00","134,11","226,84","180,01","156,54"
8,12/27/21 8:00,"20 962,00","16 644,00","3,00","4,00","164,52","156,59","209,70","54,52"
8,12/27/21 8:15,"20 877,00","16 739,00","46,00","52,00","164,52","212,38","209,70","120,02"
8,12/27/21 8:30,"20 824,00","16 638,00","236,00","251,00","164,52","221,23","209,70","149,84"
8,12/27/21 8:45,"20 738,00","16 822,00","597,00","573,00","164,52","240,19","209,70","169,65"
9,12/27/21 9:00,"20 628,00","16 727,00","1 072,00","1 015,00","198,17","213,67","216,40","253,80"
9,12/27/21 9:15,"20 532,00","16 811,00","1 568,00","1 442,00","198,17","216,80","216,40","260,99"
9,12/27/21 9:30,"20 426,00","16 608,00","2 069,00","1 831,00","198,17","216,26","216,40","334,86"
9,12/27/21 9:45,"20 280,00","16 260,00","2 564,00","2 282,00","198,17","215,05","216,40","484,55"
10,12/27/21 10:00,"20 140,00","15 826,00","3 045,00","2 683,00","204,36","223,81","215,79","512,95"
10,12/27/21 10:15,"19 934,00","15 531,00","3 500,00","3 070,00","204,36","221,92","215,79","426,01"
10,12/27/21 10:30,"19 622,00","15 272,00","3 925,00","3 551,00","204,36","231,25","215,79","-114,28"
10,12/27/21 10:45,"19 400,00","15 066,00","4 314,00","4 106,00","204,36","226,88","215,79","-9,55"
11,12/27/21 11:00,"19 145,00","15 070,00","4 687,00","4 462,00","199,04","233,20","222,34","93,35"
11,12/27/21 11:15,"18 673,00","14 859,00","5 003,00","4 924,00","199,04","236,71","222,34","373,28"
11,12/27/21 11:30,"18 214,00","14 449,00","5 237,00","5 287,00","199,04","226,75","222,34","457,50"
11,12/27/21 11:45,"17 817,00","14 087,00","5 406,00","5 495,00","199,04","224,12","222,34","457,22"
12,12/27/21 12:00,"17 439,00","13 935,00","5 541,00","5 729,00","210,04","226,66","219,98","456,70"
12,12/27/21 12:15,"17 095,00","13 783,00","5 602,00","5 845,00","210,04","224,37","219,98","363,03"
12,12/27/21 12:30,"16 773,00","13 559,00","5 568,00","5 833,00","210,04","223,44","219,98","324,46"
12,12/27/21 12:45,"16 473,00","13 392,00","5 460,00","5 543,00","210,04","219,42","219,98","318,44"
13,12/27/21 13:00,"16 205,00","13 093,00","5 304,00","5 378,00","200,18","226,92","215,17","442,45"
13,12/27/21 13:15,"16 112,00","12 933,00","5 091,00","5 145,00","200,18","226,14","215,17","449,55"
13,12/27/21 13:30,"16 253,00","12 785,00","4 792,00","4 570,00","200,18","233,13","215,17","424,18"
13,12/27/21 13:45,"16 190,00","12 739,00","4 419,00","4 115,00","200,18","228,00","215,17","318,12"
14,12/27/21 14:00,"16 152,00","12 654,00","4 007,00","3 704,00","188,43","208,75","206,45","432,33"
14,12/27/21 14:15,"16 356,00","12 932,00","3 567,00","3 072,00","188,43","223,93","206,45","361,27"
14,12/27/21 14:30,"16 568,00","13 133,00","3 078,00","2 328,00","188,43","204,48","206,45","432,63"
14,12/27/21 14:45,"16 764,00","13 210,00","2 556,00","1 852,00","188,43","228,47","206,45","-115,45"
15,12/27/21 15:00,"17 018,00","13 493,00","2 030,00","1 415,00","186,06","196,56","206,18","65,45"
15,12/27/21 15:15,"17 137,00","13 773,00","1 501,00","1 010,00","186,06","213,19","206,18","65,45"
15,12/27/21 15:30,"17 315,00","14 143,00","970,00","540,00","186,06","211,11","206,18","65,45"
15,12/27/21 15:45,"17 562,00","14 616,00","491,00","228,00","186,06","206,27","206,18","65,45"
16,12/27/21 16:00,"17 750,00","15 044,00","158,00","66,00","180,42","193,34","203,53","249,61"
16,12/27/21 16:15,"18 098,00","15 532,00","22,00","10,00","180,42","208,16","203,53","311,55"
16,12/27/21 16:30,"18 462,00","15 844,00","0,00","0,00","180,42","211,09","203,53","481,91"
16,12/27/21 16:45,"18 824,00","16 193,00","0,00","0,00","180,42","212,57","203,53","425,09"
17,12/27/21 17:00,"19 149,00","16 531,00","0,00","0,00","205,00","219,79","217,05","290,93"
17,12/27/21 17:15,"19 442,00","16 853,00","0,00","0,00","205,00","273,04","217,05","507,14"
17,12/27/21 17:30,"19 735,00","17 301,00","0,00","0,00","205,00","254,92","217,05","421,23"
17,12/27/21 17:45,"20 004,00","17 540,00","0,00","0,00","205,00","244,10","217,05","342,90"
18,12/27/21 18:00,"20 272,00","17 751,00","0,00","0,00","207,10","241,02","203,25","321,75"
18,12/27/21 18:15,"20 483,00","18 085,00","0,00","0,00","207,10","206,56","203,25","238,51"
18,12/27/21 18:30,"20 688,00","18 440,00","0,00","0,00","207,10","201,55","203,25","-17,99"
18,12/27/21 18:45,"21 010,00","18 519,00","0,00","0,00","207,10","174,35","203,25","170,72"
19,12/27/21 19:00,"21 227,00","18 816,00","0,00","0,00","196,05","213,39","188,76","65,45"
19,12/27/21 19:15,"21 351,00","19 009,00","0,00","0,00","196,05","191,39","188,76","65,45"
19,12/27/21 19:30,"21 468,00","19 125,00","0,00","0,00","196,05","185,04","188,76","179,77"
19,12/27/21 19:45,"21 583,00","19 264,00","0,00","0,00","196,05","142,77","188,76","35,08"
20,12/27/21 20:00,"21 698,00","19 758,00","0,00","0,00","161,33","193,12","148,13","56,84"
20,12/27/21 20:15,"21 880,00","19 885,00","0,00","0,00","161,33","155,60","148,13","76,92"
20,12/27/21 20:30,"22 063,00","20 262,00","0,00","0,00","161,33","135,93","148,13","28,42"
20,12/27/21 20:45,"22 239,00","20 567,00","0,00","0,00","161,33","94,18","148,13","-39,20"
21,12/27/21 21:00,"22 419,00","20 888,00","0,00","0,00","111,05","126,82","102,13","-10,02"
21,12/27/21 21:15,"22 586,00","21 285,00","0,00","0,00","111,05","95,31","102,13","6,80"
21,12/27/21 21:30,"22 752,00","21 391,00","0,00","0,00","111,05","92,32","102,13","-61,42"
21,12/27/21 21:45,"22 919,00","21 408,00","0,00","0,00","111,05","57,23","102,13","-2,55"
22,12/27/21 22:00,"22 763,00","21 406,00","0,00","0,00","113,05","133,41","96,68","266,76"
22,12/27/21 22:15,"22 862,00","21 689,00","0,00","0,00","113,05","96,88","96,68","240,31"
22,12/27/21 22:30,"22 964,00","21 879,00","0,00","0,00","113,05","109,33","96,68","150,10"
22,12/27/21 22:45,"23 065,00","22 155,00","0,00","0,00","113,05","69,21","96,68","146,89"
23,12/27/21 23:00,"23 155,00","22 214,00","0,00","0,00","87,00","111,80","80,67","233,81"
23,12/27/21 23:15,"23 215,00","21 974,00","0,00","0,00","87,00","80,51","80,67","-14,79"
23,12/27/21 23:30,"23 274,00","22 015,00","0,00","0,00","87,00","82,26","80,67","-8,42"
23,12/27/21 23:45,"23 339,00","22 249,00","0,00","0,00","87,00","64,88","80,67","20,66"
0,12/28/21 0:00,"23 419,00","22 624,00","0,00","0,00","74,40","102,71","72,40","12,52"
0,12/28/21 0:15,"23 491,00","22 237,00","0,00","0,00","74,40","88,62","72,40","196,93"
0,12/28/21 0:30,"23 552,00","22 196,00","0,00","0,00","74,40","59,06","72,40","135,67"
0,12/28/21 0:45,"23 611,00","22 129,00","0,00","0,00","74,40","42,77","72,40","70,40"
1,12/28/21 1:00,"23 667,00","21 968,00","0,00","0,00","59,99","87,58","59,75","-36,83"
1,12/28/21 1:15,"23 719,00","21 958,00","0,00","0,00","59,99","72,67","59,75","39,80"
1,12/28/21 1:30,"23 756,00","21 880,00","0,00","0,00","59,99","68,13","59,75","-9,55"
1,12/28/21 1:45,"23 773,00","21 754,00","0,00","0,00","59,99","51,89","59,75","183,35"
2,12/28/21 2:00,"23 795,00","21 706,00","0,00","0,00","46,92","74,65","46,36","53,62"
2,12/28/21 2:15,"23 819,00","21 680,00","0,00","0,00","46,92","43,31","46,36","21,34"
2,12/28/21 2:30,"23 837,00","21 590,00","0,00","0,00","46,92","37,51","46,36","12,15"
2,12/28/21 2:45,"23 794,00","21 803,00","0,00","0,00","46,92","14,50","46,36","-9,62"
3,12/28/21 3:00,"23 746,00","21 659,00","0,00","0,00","36,22","26,43","35,88","-11,79"
3,12/28/21 3:15,"23 721,00","21 313,00","0,00","0,00","36,22","21,84","35,88","3,56"
3,12/28/21 3:30,"23 673,00","21 464,00","0,00","0,00","36,22","24,84","35,88","-1,32"
3,12/28/21 3:45,"23 601,00","21 577,00","0,00","0,00","36,22","39,36","35,88","-26,29"
4,12/28/21 4:00,"23 528,00","21 586,00","0,00","0,00","37,86","2,59","34,29","-12,79"
4,12/28/21 4:15,"23 416,00","21 511,00","0,00","0,00","37,86","19,02","34,29","-8,02"
4,12/28/21 4:30,"23 304,00","20 873,00","0,00","0,00","37,86","27,07","34,29","10,91"
4,12/28/21 4:45,"23 210,00","20 955,00","0,00","0,00","37,86","49,72","34,29","86,25"
5,12/28/21 5:00,"23 116,00","20 926,00","0,00","0,00","48,60","37,73","56,48","220,52"
5,12/28/21 5:15,"23 043,00","21 033,00","0,00","0,00","48,60","55,53","56,48","34,79"
5,12/28/21 5:30,"22 954,00","20 959,00","0,00","0,00","48,60","80,09","56,48","34,79"
5,12/28/21 5:45,"22 925,00","21 335,00","0,00","0,00","48,60","83,34","56,48","179,19"
6,12/28/21 6:00,"23 249,00","21 466,00","0,00","0,00","75,59","73,04","80,73","211,03"
6,12/28/21 6:15,"23 286,00","21 209,00","0,00","0,00","75,59","81,96","80,73","185,81"
6,12/28/21 6:30,"23 333,00","21 007,00","0,00","0,00","75,59","122,07","80,73","267,86"
6,12/28/21 6:45,"23 387,00","20 895,00","0,00","0,00","75,59","115,03","80,73","317,78"
7,12/28/21 7:00,"23 445,00","20 579,00","0,00","0,00","101,96","109,45","108,28","291,68"
7,12/28/21 7:15,"23 567,00","20 896,00","0,00","0,00","101,96","113,90","108,28","157,98"
7,12/28/21 7:30,"23 703,00","20 947,00","0,00","0,00","101,96","134,22","108,28","241,52"
7,12/28/21 7:45,"23 862,00","21 167,00","0,00","0,00","101,96","150,89","108,28","4,33"
8,12/28/21 8:00,"24 034,00","20 834,00","2,00","1,00","122,23","122,66","132,09","-4,51"
8,12/28/21 8:15,"24 315,00","21 414,00","24,00","20,00","122,23","124,61","132,09","-25,54"
8,12/28/21 8:30,"24 582,00","21 653,00","114,00","72,00","122,23","111,79","132,09","-1 042,48"
8,12/28/21 8:45,"24 881,00","21 552,00","276,00","189,00","122,23","99,25","132,09","16,35"
9,12/28/21 9:00,"25 182,00","21 965,00","488,00","414,00","142,96","123,20","131,20","45,50"
9,12/28/21 9:15,"25 493,00","22 391,00","717,00","710,00","142,96","106,21","131,20","26,51"
9,12/28/21 9:30,"25 815,00","23 149,00","965,00","996,00","142,96","106,56","131,20","31,96"
9,12/28/21 9:45,"26 140,00","23 376,00","1 215,00","1 312,00","142,96","96,61","131,20","-31,67"
10,12/28/21 10:00,"26 655,00","23 582,00","1 462,00","1 594,00","142,16","129,33","133,48","280,06"
10,12/28/21 10:15,"26 968,00","23 621,00","1 695,00","1 863,00","142,16","120,78","133,48","298,65"
10,12/28/21 10:30,"27 274,00","24 211,00","1 892,00","2 095,00","142,16","116,19","133,48","301,70"
10,12/28/21 10:45,"27 623,00","24 454,00","2 058,00","2 302,00","142,16","115,16","133,48","277,32"
11,12/28/21 11:00,"27 995,00","24 561,00","2 220,00","2 528,00","135,16","137,04","138,92","324,31"
11,12/28/21 11:15,"28 247,00","24 398,00","2 373,00","2 757,00","135,16","138,18","138,92","315,76"
11,12/28/21 11:30,"28 499,00","24 536,00","2 472,00","3 072,00","135,16","154,92","138,92","351,69"
11,12/28/21 11:45,"28 786,00","24 703,00","2 525,00","3 175,00","135,16","153,06","138,92","-36,58"
12,12/28/21 12:00,"29 065,00","24 724,00","2 576,00","3 669,00","126,59","147,70","137,45","32,89"
12,12/28/21 12:15,"29 309,00","24 774,00","2 599,00","3 822,00","126,59","140,10","137,45","39,22"
12,12/28/21 12:30,"29 551,00","24 860,00","2 540,00","3 729,00","126,59","142,44","137,45","88,53"
12,12/28/21 12:45,"29 800,00","25 262,00","2 421,00","3 636,00","126,59","125,70","137,45","71,71"
13,12/28/21 13:00,"30 048,00","25 166,00","2 304,00","3 722,00","115,36","136,10","121,74","301,51"
13,12/28/21 13:15,"30 437,00","25 119,00","2 180,00","3 474,00","115,36","123,10","121,74","318,58"
13,12/28/21 13:30,"30 828,00","25 010,00","2 020,00","3 201,00","115,36","114,96","121,74","253,15"
13,12/28/21 13:45,"31 238,00","25 222,00","1 829,00","2 646,00","115,36","105,29","121,74","271,73"
14,12/28/21 14:00,"31 534,00","25 215,00","1 632,00","2 348,00","101,55","106,24","113,05","342,25"
14,12/28/21 14:15,"31 781,00","25 244,00","1 428,00","1 815,00","101,55","105,01","113,05","347,84"
14,12/28/21 14:30,"32 019,00","25 272,00","1 207,00","1 418,00","101,55","118,98","113,05","308,05"
14,12/28/21 14:45,"32 256,00","25 653,00","972,00","1 045,00","101,55","140,11","113,05","52,82"
15,12/28/21 15:00,"32 482,00","26 149,00","739,00","783,00","90,95","105,21","106,00","49,85"
15,12/28/21 15:15,"32 536,00","26 011,00","516,00","538,00","90,95","106,09","106,00","54,52"
15,12/28/21 15:30,"32 763,00","26 069,00","315,00","287,00","90,95","117,70","106,00","-11,47"
15,12/28/21 15:45,"32 971,00","26 343,00","160,00","160,00","90,95","116,67","106,00","92,48"
16,12/28/21 16:00,"33 165,00","26 686,00","60,00","66,00","101,90","80,35","115,10","236,38"
16,12/28/21 16:15,"33 004,00","26 337,00","11,00","13,00","101,90","101,99","115,10","93,55"
16,12/28/21 16:30,"32 844,00","26 387,00","0,00","0,00","101,90","130,02","115,10","85,23"
16,12/28/21 16:45,"32 455,00","26 493,00","0,00","0,00","101,90","150,96","115,10","78,95"
17,12/28/21 17:00,"32 296,00","26 429,00","0,00","0,00","139,00","124,15","148,51","224,67"
17,12/28/21 17:15,"31 979,00","25 910,00","0,00","0,00","139,00","145,87","148,51","435,43"
17,12/28/21 17:30,"31 658,00","25 639,00","0,00","0,00","139,00","152,75","148,51","451,71"
17,12/28/21 17:45,"31 304,00","25 394,00","0,00","0,00","139,00","162,25","148,51","335,43"
18,12/28/21 18:00,"30 946,00","25 269,00","0,00","0,00","150,06","159,19","161,97","276,75"
18,12/28/21 18:15,"30 610,00","24 652,00","0,00","0,00","150,06","153,65","161,97","312,83"
18,12/28/21 18:30,"30 274,00","24 121,00","0,00","0,00","150,06","181,30","161,97","299,76"
18,12/28/21 18:45,"29 944,00","23 543,00","0,00","0,00","150,06","172,28","161,97","91,66"
19,12/28/21 19:00,"29 544,00","22 890,00","0,00","0,00","149,89","184,22","163,01","313,22"
19,12/28/21 19:15,"28 993,00","22 343,00","0,00","0,00","149,89","162,54","163,01","-16,42"
19,12/28/21 19:30,"28 442,00","21 596,00","0,00","0,00","149,89","166,54","163,01","219,88"
19,12/28/21 19:45,"27 910,00","21 316,00","0,00","0,00","149,89","140,82","163,01","202,71"
20,12/28/21 20:00,"27 369,00","20 801,00","0,00","0,00","139,09","190,76","151,73","338,94"
20,12/28/21 20:15,"26 831,00","20 461,00","0,00","0,00","139,09","151,99","151,73","339,38"
20,12/28/21 20:30,"26 282,00","20 005,00","0,00","0,00","139,09","147,42","151,73","326,55"
20,12/28/21 20:45,"25 734,00","19 654,00","0,00","0,00","139,09","128,17","151,73","203,78"
21,12/28/21 21:00,"25 178,00","19 279,00","0,00","0,00","125,22","158,14","146,17","267,95"
21,12/28/21 21:15,"24 755,00","18 901,00","0,00","0,00","125,22","159,06","146,17","326,63"
21,12/28/21 21:30,"24 327,00","18 641,00","0,00","0,00","125,22","160,83","146,17","-17,85"
21,12/28/21 21:45,"23 905,00","18 500,00","0,00","0,00","125,22","138,18","146,17","200,54"
22,12/28/21 22:00,"23 092,00","17 925,00","0,00","0,00","127,68","168,10","144,31","88,91"
22,12/28/21 22:15,"22 796,00","17 502,00","0,00","0,00","127,68","162,54","144,31","50,45"
22,12/28/21 22:30,"22 499,00","17 245,00","0,00","0,00","127,68","159,06","144,31","50,45"
22,12/28/21 22:45,"22 217,00","17 113,00","0,00","0,00","127,68","124,18","144,31","28,88"
23,12/28/21 23:00,"21 934,00","16 928,00","0,00","0,00","110,08","162,67","129,45","110,19"
23,12/28/21 23:15,"21 754,00","16 647,00","0,00","0,00","110,08","126,87","129,45","50,45"
23,12/28/21 23:30,"21 575,00","16 323,00","0,00","0,00","110,08","125,16","129,45","-36,41"
23,12/28/21 23:45,"21 402,00","16 068,00","0,00","0,00","110,08","108,97","129,45","198,43"
0,12/29/21 0:00,"16 818,00","15 817,00","0,00","0,00","112,06","149,41","119,20","216,50"
0,12/29/21 0:15,"16 612,00","15 689,00","0,00","0,00","112,06","126,31","119,20","21,71"
0,12/29/21 0:30,"16 434,00","15 533,00","0,00","0,00","112,06","104,72","119,20","-0,94"
0,12/29/21 0:45,"16 261,00","15 339,00","0,00","0,00","112,06","103,59","119,20","60,45"
1,12/29/21 1:00,"16 101,00","15 333,00","0,00","0,00","93,27","122,36","110,55","147,38"
1,12/29/21 1:15,"15 945,00","15 120,00","0,00","0,00","93,27","106,80","110,55","133,36"
1,12/29/21 1:30,"15 820,00","15 033,00","0,00","0,00","93,27","115,86","110,55","146,93"
1,12/29/21 1:45,"15 730,00","15 086,00","0,00","0,00","93,27","109,45","110,55","134,52"
2,12/29/21 2:00,"15 614,00","15 066,00","0,00","0,00","94,37","75,50","100,06","18,58"
2,12/29/21 2:15,"15 513,00","15 104,00","0,00","0,00","94,37","82,17","100,06","241,28"
2,12/29/21 2:30,"15 396,00","14 824,00","0,00","0,00","94,37","85,70","100,06","-17,66"
2,12/29/21 2:45,"15 264,00","14 787,00","0,00","0,00","94,37","78,51","100,06","20,89"
3,12/29/21 3:00,"15 120,00","14 941,00","0,00","0,00","90,82","77,41","93,11","7,34"
3,12/29/21 3:15,"15 045,00","14 902,00","0,00","0,00","90,82","81,47","93,11","33,99"
3,12/29/21 3:30,"14 944,00","14 923,00","0,00","0,00","90,82","79,95","93,11","36,19"
3,12/29/21 3:45,"14 816,00","14 878,00","0,00","0,00","90,82","83,67","93,11","19,87"
4,12/29/21 4:00,"14 671,00","14 787,00","0,00","0,00","94,01","73,53","97,52","-5,15"
4,12/29/21 4:15,"14 605,00","14 864,00","0,00","0,00","94,01","85,94","97,52","-27,34"
4,12/29/21 4:30,"14 495,00","14 890,00","0,00","0,00","94,01","76,26","97,52","232,36"
4,12/29/21 4:45,"14 368,00","14 638,00","0,00","0,00","94,01","100,87","97,52","224,52"
5,12/29/21 5:00,"14 243,00","14 506,00","0,00","0,00","117,63","106,43","114,50","173,23"
5,12/29/21 5:15,"14 105,00","14 302,00","0,00","0,00","117,63","109,99","114,50","158,79"
5,12/29/21 5:30,"13 967,00","14 005,00","0,00","0,00","117,63","115,42","114,50","253,20"
5,12/29/21 5:45,"13 846,00","13 888,00","0,00","0,00","117,63","149,02","114,50","84,37"
6,12/29/21 6:00,"13 967,00","13 855,00","0,00","0,00","139,98","102,79","146,91","153,76"
6,12/29/21 6:15,"13 816,00","13 764,00","0,00","0,00","139,98","137,70","146,91","46,74"
6,12/29/21 6:30,"13 659,00","13 734,00","0,00","0,00","139,98","153,22","146,91","111,53"
6,12/29/21 6:45,"13 485,00","13 445,00","0,00","0,00","139,98","205,12","146,91","117,84"
7,12/29/21 7:00,"13 309,00","13 194,00","0,00","0,00","188,00","116,65","182,69","-10,02"
7,12/29/21 7:15,"13 147,00","13 064,00","0,00","0,00","188,00","167,37","182,69","33,26"
7,12/29/21 7:30,"12 983,00","12 805,00","0,00","0,00","188,00","189,63","182,69","97,10"
7,12/29/21 7:45,"12 804,00","12 558,00","0,00","0,00","188,00","223,76","182,69","142,35"
8,12/29/21 8:00,"12 622,00","12 163,00","1,00","1,00","200,00","145,15","187,85","39,64"
8,12/29/21 8:15,"12 436,00","11 990,00","21,00","24,00","200,00","174,97","187,85","80,45"
8,12/29/21 8:30,"12 235,00","11 798,00","95,00","102,00","200,00","184,89","187,85","125,77"
8,12/29/21 8:45,"12 037,00","11 522,00","214,00","238,00","200,00","195,41","187,85","135,97"
9,12/29/21 9:00,"11 836,00","11 344,00","372,00","422,00","203,45","189,92","196,84","80,45"
9,12/29/21 9:15,"11 673,00","11 161,00","562,00","666,00","203,45","189,33","196,84","133,23"
9,12/29/21 9:30,"11 528,00","10 815,00","768,00","941,00","203,45","187,56","196,84","76,78"
9,12/29/21 9:45,"11 329,00","10 625,00","989,00","1 267,00","203,45","182,61","196,84","306,07"
10,12/29/21 10:00,"11 171,00","10 461,00","1 211,00","1 595,00","204,20","206,49","199,37","343,23"
10,12/29/21 10:15,"11 056,00","10 325,00","1 428,00","1 899,00","204,20","195,73","199,37","409,54"
10,12/29/21 10:30,"10 939,00","9 968,00","1 620,00","2 224,00","204,20","200,93","199,37","311,92"
10,12/29/21 10:45,"10 829,00","9 782,00","1 797,00","2 560,00","204,20","198,66","199,37","274,43"
11,12/29/21 11:00,"10 729,00","9 309,00","1 961,00","2 763,00","204,38","195,25","199,22","417,94"
11,12/29/21 11:15,"10 605,00","9 053,00","2 092,00","2 917,00","204,38","202,60","199,22","405,22"
11,12/29/21 11:30,"10 498,00","8 814,00","2 168,00","3 119,00","204,38","201,86","199,22","408,62"
11,12/29/21 11:45,"10 394,00","8 627,00","2 210,00","3 311,00","204,38","203,73","199,22","382,16"
12,12/29/21 12:00,"10 323,00","8 439,00","2 243,00","3 372,00","205,61","206,38","198,29","137,58"
12,12/29/21 12:15,"10 160,00","8 341,00","2 264,00","3 419,00","205,61","201,15","198,29","157,81"
12,12/29/21 12:30,"9 987,00","8 338,00","2 246,00","3 425,00","205,61","193,14","198,29","80,45"
12,12/29/21 12:45,"9 880,00","8 233,00","2 192,00","3 505,00","205,61","190,18","198,29","87,76"
13,12/29/21 13:00,"9 776,00","8 179,00","2 124,00","3 415,00","205,62","184,92","192,82","113,77"
13,12/29/21 13:15,"9 728,00","8 217,00","2 033,00","3 291,00","205,62","185,05","192,82","80,45"
13,12/29/21 13:30,"9 649,00","8 325,00","1 905,00","3 079,00","205,62","180,77","192,82","-9,55"
13,12/29/21 13:45,"9 560,00","8 222,00","1 748,00","2 860,00","205,62","179,47","192,82","80,45"
14,12/29/21 14:00,"9 472,00","8 191,00","1 577,00","2 592,00","205,70","182,07","189,25","126,31"
14,12/29/21 14:15,"9 612,00","8 171,00","1 389,00","2 216,00","205,70","184,12","189,25","-97,28"
14,12/29/21 14:30,"9 753,00","8 148,00","1 175,00","1 825,00","205,70","187,00","189,25","125,97"
14,12/29/21 14:45,"9 909,00","8 320,00","937,00","1 418,00","205,70","188,82","189,25","-53,98"
15,12/29/21 15:00,"10 065,00","8 415,00","706,00","948,00","200,00","196,80","193,39","260,69"
15,12/29/21 15:15,"10 446,00","8 714,00","494,00","615,00","200,00","192,72","193,39","331,63"
15,12/29/21 15:30,"10 823,00","9 028,00","314,00","355,00","200,00","197,45","193,39","158,09"
15,12/29/21 15:45,"11 189,00","9 440,00","167,00","189,00","200,00","203,23","193,39","80,45"
