hour,time,WindDayAheadForecastMW,WindIntradayForecastMW,PVDayAheadForecastMW,PVIntradayForecastMW,DayAheadPriceHourlyEURMWh,IntradayPricePriceQuarterHourlyEURMWh,IntradayPriceHourlyEURMWh,ImbalancePriceQuarterHourlyEURMWh,Wind_DA_MWh,Wind_ID_MWh,PV_DA_MWh,PV_ID_MWh
2,2/17/21 2:45,28382.0,31183.0,0.0,0.0,40.0,2.96,24.63,-24.04,7095.5,7795.75,0.0,0.0
3,2/17/21 3:00,28427.0,31167.0,0.0,0.0,37.4,12.85,22.33,3.83,7106.75,7791.75,0.0,0.0
3,2/17/21 3:15,28441.0,31202.0,0.0,0.0,37.4,14.45,22.33,-12.78,7110.25,7800.5,0.0,0.0
3,2/17/21 3:30,28470.0,31483.0,0.0,0.0,37.4,7.75,22.33,-5.23,7117.5,7870.75,0.0,0.0
3,2/17/21 3:45,28497.0,31325.0,0.0,0.0,37.4,11.85,22.33,0.3,7124.25,7831.25,0.0,0.0
4,2/17/21 4:00,28524.0,31390.0,0.0,0.0,38.04,3.27,23.89,36.06,7131.0,7847.5,0.0,0.0
4,2/17/21 4:15,28421.0,31429.0,0.0,0.0,38.04,25.41,23.89,47.39,7105.25,7857.25,0.0,0.0
4,2/17/21 4:30,28315.0,31557.0,0.0,0.0,38.04,23.79,23.89,60.42,7078.75,7889.25,0.0,0.0
4,2/17/21 4:45,28201.0,31589.0,0.0,0.0,38.04,32.66,23.89,66.39,7050.25,7897.25,0.0,0.0
5,2/17/21 5:00,28086.0,31579.0,0.0,0.0,38.69,-17.78,20.42,-70.68,7021.5,7894.75,0.0,0.0
5,2/17/21 5:15,28026.0,31512.0,0.0,0.0,38.69,7.01,20.42,-5.69,7006.5,7878.0,0.0,0.0
5,2/17/21 5:30,27964.0,31614.0,0.0,0.0,38.69,28.81,20.42,-14.46,6991.0,7903.5,0.0,0.0
5,2/17/21 5:45,27904.0,31472.0,0.0,0.0,38.69,34.96,20.42,-2.13,6976.0,7868.0,0.0,0.0
6,2/17/21 6:00,28434.0,32031.0,0.0,0.0,40.61,-31.38,20.17,32.47,7108.5,8007.75,0.0,0.0
6,2/17/21 6:15,28491.0,32027.0,0.0,0.0,40.61,17.39,20.17,51.64,7122.75,8006.75,0.0,0.0
6,2/17/21 6:30,28561.0,32023.0,0.0,0.0,40.61,40.11,20.17,11.21,7140.25,8005.75,0.0,0.0
6,2/17/21 6:45,28640.0,31906.0,0.0,0.0,40.61,42.8,20.17,28.59,7160.0,7976.5,0.0,0.0
7,2/17/21 7:00,28652.0,31571.0,0.0,0.0,52.12,29.01,41.16,36.67,7163.0,7892.75,0.0,0.0
7,2/17/21 7:15,28586.0,31659.0,10.0,11.0,52.12,40.82,41.16,84.56,7146.5,7914.75,2.5,2.75
7,2/17/21 7:30,28479.0,31286.0,74.0,76.0,52.12,47.08,41.16,-62.04,7119.75,7821.5,18.5,19.0
7,2/17/21 7:45,28362.0,30843.0,241.0,246.0,52.12,51.7,41.16,-1.69,7090.5,7710.75,60.25,61.5
8,2/17/21 8:00,28263.0,30966.0,536.0,533.0,60.08,43.97,47.68,12.14,7065.75,7741.5,134.0,133.25
8,2/17/21 8:15,28140.0,30990.0,933.0,913.0,60.08,46.83,47.68,66.82,7035.0,7747.5,233.25,228.25
8,2/17/21 8:30,28042.0,30627.0,1399.0,1453.0,60.08,44.63,47.68,63.82,7010.5,7656.75,349.75,363.25
8,2/17/21 8:45,27948.0,30194.0,1906.0,2026.0,60.08,50.85,47.68,68.83,6987.0,7548.5,476.5,506.5
9,2/17/21 9:00,27842.0,29610.0,2433.0,2809.0,61.19,56.91,49.02,104.85,6960.5,7402.5,608.25,702.25
9,2/17/21 9:15,27682.0,28915.0,2969.0,3460.0,61.19,59.81,49.02,87.54,6920.5,7228.75,742.25,865.0
9,2/17/21 9:30,27511.0,28523.0,3507.0,4380.0,61.19,52.98,49.02,30.46,6877.75,7130.75,876.75,1095.0
9,2/17/21 9:45,27334.0,27778.0,4056.0,5304.0,61.19,47.91,49.02,14.45,6833.5,6944.5,1014.0,1326.0
10,2/17/21 10:00,27151.0,27596.0,4619.0,5991.0,56.39,46.21,42.64,1.15,6787.75,6899.0,1154.75,1497.75
10,2/17/21 10:15,27099.0,27521.0,5186.0,6362.0,56.39,38.62,42.64,-11.62,6774.75,6880.25,1296.5,1590.5
10,2/17/21 10:30,27045.0,27296.0,5738.0,7112.0,56.39,26.4,42.64,-0.87,6761.25,6824.0,1434.5,1778.0
10,2/17/21 10:45,26987.0,27407.0,6285.0,8102.0,56.39,21.45,42.64,-11.2,6746.75,6851.75,1571.25,2025.5
11,2/17/21 11:00,26923.0,27532.0,6835.0,8733.0,51.8,38.44,38.29,64.65,6730.75,6883.0,1708.75,2183.25
11,2/17/21 11:15,26767.0,26970.0,7368.0,9484.0,51.8,35.28,38.29,61.0,6691.75,6742.5,1842.0,2371.0
11,2/17/21 11:30,26609.0,26781.0,7856.0,9763.0,51.8,37.33,38.29,47.42,6652.25,6695.25,1964.0,2440.75
11,2/17/21 11:45,26450.0,26850.0,8308.0,10101.0,51.8,36.92,38.29,63.79,6612.5,6712.5,2077.0,2525.25
12,2/17/21 12:00,26290.0,26723.0,8733.0,10446.0,46.46,39.31,36.06,30.21,6572.5,6680.75,2183.25,2611.5
12,2/17/21 12:15,26169.0,26539.0,9080.0,10858.0,46.46,28.41,36.06,69.04,6542.25,6634.75,2270.0,2714.5
12,2/17/21 12:30,26062.0,26062.0,9339.0,11089.0,46.46,31.88,36.06,22.76,6515.5,6515.5,2334.75,2772.25
12,2/17/21 12:45,25950.0,25947.0,9551.0,10855.0,46.46,29.67,36.06,18.87,6487.5,6486.75,2387.75,2713.75
13,2/17/21 13:00,25712.0,25533.0,9711.0,10532.0,43.94,35.86,33.67,8.62,6428.0,6383.25,2427.75,2633.0
13,2/17/21 13:15,25453.0,25662.0,9783.0,10546.0,43.94,35.42,33.67,47.9,6363.25,6415.5,2445.75,2636.5
13,2/17/21 13:30,25156.0,25078.0,9729.0,10346.0,43.94,35.46,33.67,46.7,6289.0,6269.5,2432.25,2586.5
13,2/17/21 13:45,24842.0,24870.0,9576.0,9627.0,43.94,32.98,33.67,44.06,6210.5,6217.5,2394.0,2406.75
14,2/17/21 14:00,24429.0,24776.0,9340.0,9191.0,45.33,30.29,35.6,42.37,6107.25,6194.0,2335.0,2297.75
14,2/17/21 14:15,23960.0,24281.0,8996.0,8774.0,45.33,34.86,35.6,46.16,5990.0,6070.25,2249.0,2193.5
14,2/17/21 14:30,23390.0,23105.0,8528.0,8333.0,45.33,40.91,35.6,30.6,5847.5,5776.25,2132.0,2083.25
14,2/17/21 14:45,22812.0,22091.0,7954.0,7533.0,45.33,53.59,35.6,9.18,5703.0,5522.75,1988.5,1883.25
15,2/17/21 15:00,22242.0,21576.0,7313.0,6834.0,46.2,32.95,40.15,24.76,5560.5,5394.0,1828.25,1708.5
15,2/17/21 15:15,21677.0,21359.0,6602.0,6252.0,46.2,37.79,40.15,15.01,5419.25,5339.75,1650.5,1563.0
15,2/17/21 15:30,21128.0,20796.0,5793.0,5533.0,46.2,39.56,40.15,22.71,5282.0,5199.0,1448.25,1383.25
15,2/17/21 15:45,20595.0,20199.0,4907.0,4578.0,46.2,44.96,40.15,24.42,5148.75,5049.75,1226.75,1144.5
16,2/17/21 16:00,20060.0,19471.0,4003.0,3672.0,53.8,33.63,45.91,27.95,5015.0,4867.75,1000.75,918.0
16,2/17/21 16:15,19755.0,19112.0,3114.0,2879.0,53.8,44.26,45.91,10.87,4938.75,4778.0,778.5,719.75
16,2/17/21 16:30,19453.0,19120.0,2250.0,2068.0,53.8,45.59,45.91,10.87,4863.25,4780.0,562.5,517.0
16,2/17/21 16:45,19140.0,18841.0,1440.0,1358.0,53.8,52.55,45.91,22.67,4785.0,4710.25,360.0,339.5
17,2/17/21 17:00,18827.0,18824.0,748.0,684.0,61.0,38.97,53.98,71.73,4706.75,4706.0,187.0,171.0
17,2/17/21 17:15,18765.0,18899.0,262.0,220.0,61.0,52.16,53.98,26.57,4691.25,4724.75,65.5,55.0
17,2/17/21 17:30,18729.0,18730.0,55.0,46.0,61.0,52.08,53.98,41.59,4682.25,4682.5,13.75,11.5
17,2/17/21 17:45,18691.0,18839.0,2.0,2.0,61.0,63.66,53.98,35.35,4672.75,4709.75,0.5,0.5
18,2/17/21 18:00,18721.0,18698.0,0.0,0.0,71.27,54.92,61.64,39.43,4680.25,4674.5,0.0,0.0
18,2/17/21 18:15,18688.0,18756.0,0.0,0.0,71.27,57.94,61.64,44.0,4672.0,4689.0,0.0,0.0
18,2/17/21 18:30,18751.0,18916.0,0.0,0.0,71.27,59.55,61.64,116.85,4687.75,4729.0,0.0,0.0
18,2/17/21 18:45,18871.0,19159.0,0.0,0.0,71.27,56.49,61.64,29.37,4717.75,4789.75,0.0,0.0
19,2/17/21 19:00,18956.0,19521.0,0.0,0.0,65.73,68.88,57.43,186.86,4739.0,4880.25,0.0,0.0
19,2/17/21 19:15,18968.0,19762.0,0.0,0.0,65.73,54.06,57.43,6.14,4742.0,4940.5,0.0,0.0
19,2/17/21 19:30,18947.0,19593.0,0.0,0.0,65.73,49.8,57.43,2.24,4736.75,4898.25,0.0,0.0
19,2/17/21 19:45,18906.0,19753.0,0.0,0.0,65.73,43.86,57.43,-32.9,4726.5,4938.25,0.0,0.0
20,2/17/21 20:00,18828.0,19549.0,0.0,0.0,57.6,56.13,48.64,28.14,4707.0,4887.25,0.0,0.0
20,2/17/21 20:15,18714.0,19416.0,0.0,0.0,57.6,49.09,48.64,30.14,4678.5,4854.0,0.0,0.0
20,2/17/21 20:30,18564.0,19305.0,0.0,0.0,57.6,41.83,48.64,37.39,4641.0,4826.25,0.0,0.0
20,2/17/21 20:45,18414.0,19190.0,0.0,0.0,57.6,35.65,48.64,37.31,4603.5,4797.5,0.0,0.0
21,2/17/21 21:00,18264.0,19041.0,0.0,0.0,48.37,50.34,43.91,13.4,4566.0,4760.25,0.0,0.0
21,2/17/21 21:15,18153.0,18799.0,0.0,0.0,48.37,46.46,43.91,32.76,4538.25,4699.75,0.0,0.0
21,2/17/21 21:30,18044.0,18809.0,0.0,0.0,48.37,40.24,43.91,1.61,4511.0,4702.25,0.0,0.0
21,2/17/21 21:45,17938.0,18601.0,0.0,0.0,48.37,36.1,43.91,-11.35,4484.5,4650.25,0.0,0.0
22,2/17/21 22:00,17585.0,18535.0,0.0,0.0,47.58,48.51,44.78,-35.13,4396.25,4633.75,0.0,0.0
22,2/17/21 22:15,17432.0,18600.0,0.0,0.0,47.58,45.48,44.78,13.72,4358.0,4650.0,0.0,0.0
22,2/17/21 22:30,17279.0,18550.0,0.0,0.0,47.58,41.49,44.78,70.55,4319.75,4637.5,0.0,0.0
22,2/17/21 22:45,17119.0,18358.0,0.0,0.0,47.58,33.4,44.78,34.12,4279.75,4589.5,0.0,0.0
23,2/17/21 23:00,16962.0,18067.0,0.0,0.0,44.99,51.96,39.35,67.07,4240.5,4516.75,0.0,0.0
23,2/17/21 23:15,16868.0,17968.0,0.0,0.0,44.99,42.78,39.35,74.8,4217.0,4492.0,0.0,0.0
23,2/17/21 23:30,16772.0,18023.0,0.0,0.0,44.99,38.85,39.35,43.1,4193.0,4505.75,0.0,0.0
23,2/17/21 23:45,16679.0,17874.0,0.0,0.0,44.99,27.1,39.35,49.11,4169.75,4468.5,0.0,0.0
0,2/18/21 0:00,16307.0,17771.0,0.0,0.0,42.26,45.07,39.95,177.74,4076.75,4442.75,0.0,0.0
0,2/18/21 0:15,16288.0,17558.0,0.0,0.0,42.26,41.12,39.95,153.08,4072.0,4389.5,0.0,0.0
0,2/18/21 0:30,16269.0,17343.0,0.0,0.0,42.26,35.76,39.95,131.85,4067.25,4335.75,0.0,0.0
0,2/18/21 0:45,16256.0,17421.0,0.0,0.0,42.26,36.88,39.95,73.85,4064.0,4355.25,0.0,0.0
1,2/18/21 1:00,16250.0,17229.0,0.0,0.0,41.01,44.05,39.34,146.5,4062.5,4307.25,0.0,0.0
1,2/18/21 1:15,16239.0,16952.0,0.0,0.0,41.01,40.04,39.34,91.18,4059.75,4238.0,0.0,0.0
1,2/18/21 1:30,16241.0,16968.0,0.0,0.0,41.01,37.67,39.34,66.94,4060.25,4242.0,0.0,0.0
1,2/18/21 1:45,16255.0,17065.0,0.0,0.0,41.01,38.13,39.34,56.44,4063.75,4266.25,0.0,0.0
2,2/18/21 2:00,16288.0,16937.0,0.0,0.0,39.1,41.75,37.07,105.25,4072.0,4234.25,0.0,0.0
2,2/18/21 2:15,16298.0,16836.0,0.0,0.0,39.1,34.43,37.07,112.79,4074.5,4209.0,0.0,0.0
2,2/18/21 2:30,16320.0,16793.0,0.0,0.0,39.1,42.03,37.07,126.26,4080.0,4198.25,0.0,0.0
2,2/18/21 2:45,16333.0,16847.0,0.0,0.0,39.1,47.66,37.07,83.52,4083.25,4211.75,0.0,0.0
3,2/18/21 3:00,16351.0,16818.0,0.0,0.0,38.77,31.83,34.06,170.07,4087.75,4204.5,0.0,0.0
3,2/18/21 3:15,16310.0,16860.0,0.0,0.0,38.77,41.3,34.06,150.61,4077.5,4215.0,0.0,0.0
3,2/18/21 3:30,16272.0,16730.0,0.0,0.0,38.77,36.97,34.06,132.11,4068.0,4182.5,0.0,0.0
3,2/18/21 3:45,16231.0,16574.0,0.0,0.0,38.77,42.7,34.06,151.61,4057.75,4143.5,0.0,0.0
4,2/18/21 4:00,16190.0,16599.0,0.0,0.0,37.78,24.29,38.21,141.07,4047.5,4149.75,0.0,0.0
4,2/18/21 4:15,16166.0,16592.0,0.0,0.0,37.78,36.64,38.21,126.2,4041.5,4148.0,0.0,0.0
4,2/18/21 4:30,16143.0,16540.0,0.0,0.0,37.78,43.83,38.21,113.37,4035.75,4135.0,0.0,0.0
4,2/18/21 4:45,16114.0,16487.0,0.0,0.0,37.78,47.93,38.21,144.13,4028.5,4121.75,0.0,0.0
5,2/18/21 5:00,16084.0,16260.0,0.0,0.0,40.05,20.71,35.97,72.28,4021.0,4065.0,0.0,0.0
5,2/18/21 5:15,16193.0,16346.0,0.0,0.0,40.05,34.26,35.97,139.59,4048.25,4086.5,0.0,0.0
5,2/18/21 5:30,16314.0,16497.0,0.0,0.0,40.05,42.35,35.97,-72.4,4078.5,4124.25,0.0,0.0
5,2/18/21 5:45,16436.0,16641.0,0.0,0.0,40.05,46.25,35.97,-20.21,4109.0,4160.25,0.0,0.0
6,2/18/21 6:00,16776.0,17125.0,0.0,0.0,45.96,36.14,47.48,-116.19,4194.0,4281.25,0.0,0.0
6,2/18/21 6:15,16944.0,17265.0,0.0,0.0,45.96,35.42,47.48,3.0,4236.0,4316.25,0.0,0.0
6,2/18/21 6:30,17151.0,17985.0,0.0,0.0,45.96,49.28,47.48,32.51,4287.75,4496.25,0.0,0.0
6,2/18/21 6:45,17336.0,18244.0,0.0,0.0,45.96,51.35,47.48,33.68,4334.0,4561.0,0.0,0.0
7,2/18/21 7:00,17538.0,18699.0,0.0,0.0,60.16,40.18,53.67,190.77,4384.5,4674.75,0.0,0.0
7,2/18/21 7:15,17762.0,19048.0,26.0,34.0,60.16,45.5,53.67,165.55,4440.5,4762.0,6.5,8.5
7,2/18/21 7:30,17994.0,19288.0,171.0,192.0,60.16,52.21,53.67,164.74,4498.5,4822.0,42.75,48.0
7,2/18/21 7:45,18249.0,19254.0,579.0,653.0,60.16,58.02,53.67,8.26,4562.25,4813.5,144.75,163.25
8,2/18/21 8:00,18467.0,19434.0,1269.0,1391.0,61.9,58.24,54.59,29.03,4616.75,4858.5,317.25,347.75
8,2/18/21 8:15,18676.0,19299.0,2095.0,2361.0,61.9,50.64,54.59,34.28,4669.0,4824.75,523.75,590.25
8,2/18/21 8:30,18851.0,19282.0,3112.0,3775.0,61.9,54.05,54.59,9.8,4712.75,4820.5,778.0,943.75
8,2/18/21 8:45,19018.0,19550.0,4258.0,5030.0,61.9,44.54,54.59,-37.35,4754.5,4887.5,1064.5,1257.5
9,2/18/21 9:00,19167.0,19272.0,5440.0,6330.0,59.15,60.02,50.19,118.84,4791.75,4818.0,1360.0,1582.5
9,2/18/21 9:15,19190.0,19510.0,6553.0,7766.0,59.15,47.61,50.19,35.03,4797.5,4877.5,1638.25,1941.5
9,2/18/21 9:30,19197.0,19541.0,7718.0,8970.0,59.15,34.02,50.19,14.21,4799.25,4885.25,1929.5,2242.5
9,2/18/21 9:45,19193.0,19750.0,8805.0,10049.0,59.15,23.47,50.19,-58.17,4798.25,4937.5,2201.25,2512.25
10,2/18/21 10:00,19190.0,19673.0,9898.0,11250.0,50.96,54.26,43.86,106.1,4797.5,4918.25,2474.5,2812.5
10,2/18/21 10:15,18960.0,19599.0,10929.0,12435.0,50.96,41.3,43.86,68.7,4740.0,4899.75,2732.25,3108.75
10,2/18/21 10:30,18725.0,19225.0,11909.0,13488.0,50.96,32.5,43.86,57.77,4681.25,4806.25,2977.25,3372.0
10,2/18/21 10:45,18493.0,19066.0,12745.0,14292.0,50.96,35.14,43.86,53.57,4623.25,4766.5,3186.25,3573.0
11,2/18/21 11:00,18261.0,18791.0,13516.0,15363.0,48.46,43.37,41.88,66.39,4565.25,4697.75,3379.0,3840.75
11,2/18/21 11:15,18217.0,18695.0,14182.0,15908.0,48.46,43.42,41.88,68.94,4554.25,4673.75,3545.5,3977.0
11,2/18/21 11:30,18200.0,18647.0,14668.0,16478.0,48.46,39.14,41.88,60.41,4550.0,4661.75,3667.0,4119.5
11,2/18/21 11:45,18185.0,18631.0,14989.0,16720.0,48.46,36.49,41.88,51.12,4546.25,4657.75,3747.25,4180.0
12,2/18/21 12:00,18201.0,18472.0,15210.0,17141.0,45.38,37.96,36.86,17.82,4550.25,4618.0,3802.5,4285.25
12,2/18/21 12:15,18264.0,18399.0,15308.0,17358.0,45.38,33.86,36.86,28.08,4566.0,4599.75,3827.0,4339.5
12,2/18/21 12:30,18434.0,18550.0,15248.0,17036.0,45.38,33.64,36.86,24.25,4608.5,4637.5,3812.0,4259.0
12,2/18/21 12:45,18583.0,16057.0,15054.0,16784.0,45.38,31.71,36.86,19.66,4645.75,4014.25,3763.5,4196.0
13,2/18/21 13:00,18826.0,16433.0,14772.0,16252.0,43.53,31.92,35.37,108.84,4706.5,4108.25,3693.0,4063.0
13,2/18/21 13:15,19152.0,20047.0,14383.0,15792.0,43.53,29.12,35.37,61.71,4788.0,5011.75,3595.75,3948.0
13,2/18/21 13:30,19512.0,20547.0,13868.0,14772.0,43.53,33.76,35.37,48.58,4878.0,5136.75,3467.0,3693.0
13,2/18/21 13:45,19886.0,20941.0,13214.0,14089.0,43.53,27.41,35.37,30.47,4971.5,5235.25,3303.5,3522.25
14,2/18/21 14:00,20340.0,21506.0,12450.0,13137.0,43.61,22.59,37.01,50.47,5085.0,5376.5,3112.5,3284.25
14,2/18/21 14:15,20788.0,21721.0,11593.0,12162.0,43.61,33.98,37.01,52.38,5197.0,5430.25,2898.25,3040.5
14,2/18/21 14:30,21315.0,22377.0,10645.0,11060.0,43.61,41.47,37.01,68.7,5328.75,5594.25,2661.25,2765.0
14,2/18/21 14:45,21836.0,22948.0,9618.0,9850.0,43.61,52.65,37.01,63.6,5459.0,5737.0,2404.5,2462.5
15,2/18/21 15:00,22357.0,23709.0,8566.0,8582.0,42.64,29.5,37.91,40.26,5589.25,5927.25,2141.5,2145.5
15,2/18/21 15:15,23240.0,24594.0,7512.0,7305.0,42.64,35.4,37.91,57.45,5810.0,6148.5,1878.0,1826.25
15,2/18/21 15:30,24117.0,25676.0,6469.0,6026.0,42.64,49.03,37.91,65.92,6029.25,6419.0,1617.25,1506.5
15,2/18/21 15:45,24988.0,26602.0,5446.0,4996.0,42.64,48.37,37.91,87.94,6247.0,6650.5,1361.5,1249.0
16,2/18/21 16:00,25874.0,27623.0,4436.0,3809.0,43.49,32.48,41.73,45.18,6468.5,6905.75,1109.0,952.25
16,2/18/21 16:15,26868.0,28522.0,3445.0,2839.0,43.49,42.13,41.73,26.06,6717.0,7130.5,861.25,709.75
16,2/18/21 16:30,27851.0,29489.0,2465.0,1919.0,43.49,47.59,41.73,25.12,6962.75,7372.25,616.25,479.75
16,2/18/21 16:45,28813.0,30352.0,1528.0,1128.0,43.49,45.26,41.73,3.35,7203.25,7588.0,382.0,282.0
17,2/18/21 17:00,29772.0,31422.0,763.0,525.0,47.6,41.51,48.2,11.03,7443.0,7855.5,190.75,131.25
17,2/18/21 17:15,30581.0,32528.0,274.0,187.0,47.6,45.05,48.2,12.49,7645.25,8132.0,68.5,46.75
17,2/18/21 17:30,31344.0,33207.0,61.0,44.0,47.6,46.4,48.2,23.16,7836.0,8301.75,15.25,11.0
17,2/18/21 17:45,32110.0,33894.0,4.0,3.0,47.6,49.03,48.2,-22.1,8027.5,8473.5,1.0,0.75
18,2/18/21 18:00,32834.0,34804.0,0.0,0.0,54.0,52.94,51.23,62.2,8208.5,8701.0,0.0,0.0
18,2/18/21 18:15,33464.0,35344.0,0.0,0.0,54.0,52.52,51.23,31.66,8366.0,8836.0,0.0,0.0
18,2/18/21 18:30,33958.0,36129.0,0.0,0.0,54.0,48.05,51.23,99.35,8489.5,9032.25,0.0,0.0
18,2/18/21 18:45,34427.0,36264.0,0.0,0.0,54.0,41.9,51.23,104.1,8606.75,9066.0,0.0,0.0
19,2/18/21 19:00,34725.0,36099.0,0.0,0.0,48.38,63.39,50.65,81.61,8681.25,9024.75,0.0,0.0
19,2/18/21 19:15,34923.0,36265.0,0.0,0.0,48.38,53.67,50.65,71.79,8730.75,9066.25,0.0,0.0
19,2/18/21 19:30,35080.0,36337.0,0.0,0.0,48.38,47.61,50.65,66.32,8770.0,9084.25,0.0,0.0
19,2/18/21 19:45,35215.0,36373.0,0.0,0.0,48.38,43.88,50.65,59.46,8803.75,9093.25,0.0,0.0
20,2/18/21 20:00,35335.0,36142.0,0.0,0.0,42.0,59.7,46.65,15.37,8833.75,9035.5,0.0,0.0
20,2/18/21 20:15,35441.0,35962.0,0.0,0.0,42.0,51.31,46.65,-6.26,8860.25,8990.5,0.0,0.0
20,2/18/21 20:30,35529.0,35623.0,0.0,0.0,42.0,44.04,46.65,13.58,8882.25,8905.75,0.0,0.0
20,2/18/21 20:45,35611.0,35493.0,0.0,0.0,42.0,39.46,46.65,5.74,8902.75,8873.25,0.0,0.0
21,2/18/21 21:00,35689.0,35343.0,0.0,0.0,39.42,51.98,44.1,54.89,8922.25,8835.75,0.0,0.0
21,2/18/21 21:15,35694.0,34840.0,0.0,0.0,39.42,48.78,44.1,61.6,8923.5,8710.0,0.0,0.0
21,2/18/21 21:30,35696.0,34429.0,0.0,0.0,39.42,42.45,44.1,54.75,8924.0,8607.25,0.0,0.0
21,2/18/21 21:45,35678.0,33699.0,0.0,0.0,39.42,38.9,44.1,70.28,8919.5,8424.75,0.0,0.0
22,2/18/21 22:00,34858.0,32224.0,0.0,0.0,37.59,56.8,44.45,180.92,8714.5,8056.0,0.0,0.0
22,2/18/21 22:15,34552.0,32134.0,0.0,0.0,37.59,50.22,44.45,-1.6,8638.0,8033.5,0.0,0.0
22,2/18/21 22:30,34236.0,32154.0,0.0,0.0,37.59,43.4,44.45,16.01,8559.0,8038.5,0.0,0.0
22,2/18/21 22:45,33945.0,32090.0,0.0,0.0,37.59,41.48,44.45,-5.04,8486.25,8022.5,0.0,0.0
23,2/18/21 23:00,33655.0,32092.0,0.0,0.0,36.41,47.78,40.36,16.11,8413.75,8023.0,0.0,0.0
23,2/18/21 23:15,33420.0,32057.0,0.0,0.0,36.41,43.37,40.36,19.68,8355.0,8014.25,0.0,0.0
23,2/18/21 23:30,33192.0,32229.0,0.0,0.0,36.41,38.23,40.36,26.11,8298.0,8057.25,0.0,0.0
23,2/18/21 23:45,32965.0,32103.0,0.0,0.0,36.41,27.08,40.36,13.36,8241.25,8025.75,0.0,0.0
0,2/19/21 0:00,32414.0,32191.0,0.0,0.0,37.1,46.73,36.27,-21.61,8103.5,8047.75,0.0,0.0
0,2/19/21 0:15,32410.0,32797.0,0.0,0.0,37.1,39.19,36.27,27.38,8102.5,8199.25,0.0,0.0
0,2/19/21 0:30,32343.0,32420.0,0.0,0.0,37.1,36.18,36.27,47.7,8085.75,8105.0,0.0,0.0
0,2/19/21 0:45,32245.0,32487.0,0.0,0.0,37.1,24.9,36.27,57.03,8061.25,8121.75,0.0,0.0
1,2/19/21 1:00,32065.0,31556.0,0.0,0.0,37.02,47.05,39.44,146.43,8016.25,7889.0,0.0,0.0
1,2/19/21 1:15,31859.0,31154.0,0.0,0.0,37.02,46.04,39.44,4.97,7964.75,7788.5,0.0,0.0
1,2/19/21 1:30,31612.0,30696.0,0.0,0.0,37.02,38.76,39.44,-23.41,7903.0,7674.0,0.0,0.0
1,2/19/21 1:45,31383.0,30028.0,0.0,0.0,37.02,40.0,39.44,-30.41,7845.75,7507.0,0.0,0.0
2,2/19/21 2:00,31171.0,29936.0,0.0,0.0,36.94,41.93,39.97,18.38,7792.75,7484.0,0.0,0.0
2,2/19/21 2:15,30884.0,29583.0,0.0,0.0,36.94,39.52,39.97,-25.6,7721.0,7395.75,0.0,0.0
2,2/19/21 2:30,30722.0,29634.0,0.0,0.0,36.94,38.01,39.97,-22.47,7680.5,7408.5,0.0,0.0
2,2/19/21 2:45,30568.0,29538.0,0.0,0.0,36.94,40.3,39.97,-22.03,7642.0,7384.5,0.0,0.0
3,2/19/21 3:00,30350.0,29380.0,0.0,0.0,36.03,34.91,39.22,16.95,7587.5,7345.0,0.0,0.0
3,2/19/21 3:15,30104.0,29141.0,0.0,0.0,36.03,38.6,39.22,116.09,7526.0,7285.25,0.0,0.0
3,2/19/21 3:30,29906.0,28933.0,0.0,0.0,36.03,39.18,39.22,14.18,7476.5,7233.25,0.0,0.0
3,2/19/21 3:45,29689.0,29074.0,0.0,0.0,36.03,37.38,39.22,-18.21,7422.25,7268.5,0.0,0.0
4,2/19/21 4:00,29501.0,28693.0,0.0,0.0,36.7,25.29,38.35,-39.6,7375.25,7173.25,0.0,0.0
4,2/19/21 4:15,29071.0,28372.0,0.0,0.0,36.7,31.71,38.35,48.03,7267.75,7093.0,0.0,0.0
4,2/19/21 4:30,28673.0,28388.0,0.0,0.0,36.7,34.49,38.35,86.98,7168.25,7097.0,0.0,0.0
4,2/19/21 4:45,28294.0,28079.0,0.0,0.0,36.7,36.39,38.35,71.59,7073.5,7019.75,0.0,0.0
5,2/19/21 5:00,27849.0,27651.0,0.0,0.0,38.96,29.98,39.95,69.62,6962.25,6912.75,0.0,0.0
5,2/19/21 5:15,27443.0,27496.0,0.0,0.0,38.96,43.73,39.95,66.18,6860.75,6874.0,0.0,0.0
5,2/19/21 5:30,27072.0,27214.0,0.0,0.0,38.96,45.67,39.95,3.22,6768.0,6803.5,0.0,0.0
5,2/19/21 5:45,26736.0,26900.0,0.0,0.0,38.96,56.64,39.95,-30.48,6684.0,6725.0,0.0,0.0
6,2/19/21 6:00,26925.0,27253.0,0.0,0.0,43.63,26.42,48.02,-103.9,6731.25,6813.25,0.0,0.0
6,2/19/21 6:15,26627.0,27025.0,0.0,0.0,43.63,44.36,48.02,85.19,6656.75,6756.25,0.0,0.0
6,2/19/21 6:30,26276.0,26821.0,0.0,0.0,43.63,46.5,48.02,133.69,6569.0,6705.25,0.0,0.0
6,2/19/21 6:45,25899.0,26172.0,0.0,0.0,43.63,52.39,48.02,182.71,6474.75,6543.0,0.0,0.0
7,2/19/21 7:00,25530.0,25587.0,0.0,0.0,55.94,44.84,56.86,73.18,6382.5,6396.75,0.0,0.0
7,2/19/21 7:15,25146.0,25247.0,36.0,40.0,55.94,53.61,56.86,123.56,6286.5,6311.75,9.0,10.0
