hour,time,WindDayAheadForecastMW,WindIntradayForecastMW,PVDayAheadForecastMW,PVIntradayForecastMW,DayAheadPriceHourlyEURMWh,IntradayPricePriceQuarterHourlyEURMWh,IntradayPriceHourlyEURMWh,ImbalancePriceQuarterHourlyEURMWh,Wind_DA_MWh,Wind_ID_MWh,PV_DA_MWh,PV_ID_MWh
0,1/1/21 0:00,4433.0,4709.0,0.0,0.0,50.87,44.41,48.68,13.33,1108.25,1177.25,0.0,0.0
0,1/1/21 0:15,4286.0,4507.0,0.0,0.0,50.87,52.14,48.68,-0.92,1071.5,1126.75,0.0,0.0
0,1/1/21 0:30,4142.0,4307.0,0.0,0.0,50.87,50.16,48.68,60.26,1035.5,1076.75,0.0,0.0
0,1/1/21 0:45,3991.0,4181.0,0.0,0.0,50.87,41.34,48.68,-12.05,997.75,1045.25,0.0,0.0
1,1/1/21 1:00,3847.0,4094.0,0.0,0.0,48.19,64.42,46.17,96.09,961.75,1023.5,0.0,0.0
1,1/1/21 1:15,3728.0,3939.0,0.0,0.0,48.19,52.23,46.17,94.62,932.0,984.75,0.0,0.0
1,1/1/21 1:30,3612.0,3705.0,0.0,0.0,48.19,45.8,46.17,92.21,903.0,926.25,0.0,0.0
1,1/1/21 1:45,3508.0,3626.0,0.0,0.0,48.19,45.71,46.17,27.64,877.0,906.5,0.0,0.0
2,1/1/21 2:00,3410.0,3585.0,0.0,0.0,44.68,65.53,53.73,13.71,852.5,896.25,0.0,0.0
2,1/1/21 2:15,3303.0,3483.0,0.0,0.0,44.68,60.9,53.73,11.99,825.75,870.75,0.0,0.0
2,1/1/21 2:30,3217.0,3361.0,0.0,0.0,44.68,55.71,53.73,4.31,804.25,840.25,0.0,0.0
2,1/1/21 2:45,3137.0,3255.0,0.0,0.0,44.68,53.14,53.73,-3.01,784.25,813.75,0.0,0.0
3,1/1/21 3:00,3056.0,3222.0,0.0,0.0,42.92,45.44,45.17,2.22,764.0,805.5,0.0,0.0
3,1/1/21 3:15,3005.0,3173.0,0.0,0.0,42.92,40.15,45.17,4.63,751.25,793.25,0.0,0.0
3,1/1/21 3:30,2954.0,3115.0,0.0,0.0,42.92,42.01,45.17,3.11,738.5,778.75,0.0,0.0
3,1/1/21 3:45,2906.0,3028.0,0.0,0.0,42.92,43.64,45.17,1.01,726.5,757.0,0.0,0.0
4,1/1/21 4:00,2858.0,2956.0,0.0,0.0,40.39,32.48,41.21,57.94,714.5,739.0,0.0,0.0
4,1/1/21 4:15,2799.0,2840.0,0.0,0.0,40.39,40.38,41.21,50.74,699.75,710.0,0.0,0.0
4,1/1/21 4:30,2741.0,2741.0,0.0,0.0,40.39,42.22,41.21,-16.54,685.25,685.25,0.0,0.0
4,1/1/21 4:45,2682.0,2649.0,0.0,0.0,40.39,45.27,41.21,-43.0,670.5,662.25,0.0,0.0
5,1/1/21 5:00,2623.0,2621.0,0.0,0.0,40.2,43.58,42.22,94.02,655.75,655.25,0.0,0.0
5,1/1/21 5:15,2575.0,2588.0,0.0,0.0,40.2,42.01,42.22,-4.98,643.75,647.0,0.0,0.0
5,1/1/21 5:30,2532.0,2638.0,0.0,0.0,40.2,44.11,42.22,23.62,633.0,659.5,0.0,0.0
5,1/1/21 5:45,2485.0,2645.0,0.0,0.0,40.2,36.98,42.22,109.17,621.25,661.25,0.0,0.0
6,1/1/21 6:00,2449.0,2533.0,0.0,0.0,39.63,34.25,42.31,44.42,612.25,633.25,0.0,0.0
6,1/1/21 6:15,2420.0,2553.0,0.0,0.0,39.63,37.06,42.31,53.89,605.0,638.25,0.0,0.0
6,1/1/21 6:30,2399.0,2477.0,0.0,0.0,39.63,43.36,42.31,109.17,599.75,619.25,0.0,0.0
6,1/1/21 6:45,2383.0,2420.0,0.0,0.0,39.63,50.29,42.31,83.65,595.75,605.0,0.0,0.0
7,1/1/21 7:00,2373.0,2377.0,0.0,0.0,40.09,30.33,43.15,62.65,593.25,594.25,0.0,0.0
7,1/1/21 7:15,2376.0,2401.0,0.0,0.0,40.09,41.85,43.15,17.78,594.0,600.25,0.0,0.0
7,1/1/21 7:30,2379.0,2365.0,0.0,0.0,40.09,48.74,43.15,24.77,594.75,591.25,0.0,0.0
7,1/1/21 7:45,2388.0,2230.0,0.0,0.0,40.09,54.33,43.15,32.96,597.0,557.5,0.0,0.0
8,1/1/21 8:00,2398.0,2158.0,5.0,6.0,41.27,43.96,46.84,13.25,599.5,539.5,1.25,1.5
8,1/1/21 8:15,2417.0,2250.0,52.0,55.0,41.27,41.88,46.84,2.36,604.25,562.5,13.0,13.75
8,1/1/21 8:30,2442.0,2291.0,185.0,183.0,41.27,44.68,46.84,0.46,610.5,572.75,46.25,45.75
8,1/1/21 8:45,2460.0,2317.0,422.0,409.0,41.27,61.13,46.84,-11.59,615.0,579.25,105.5,102.25
9,1/1/21 9:00,2477.0,2340.0,741.0,709.0,44.88,44.95,49.57,-48.59,619.25,585.0,185.25,177.25
9,1/1/21 9:15,2508.0,2397.0,1088.0,1066.0,44.88,48.77,49.57,13.18,627.0,599.25,272.0,266.5
9,1/1/21 9:30,2539.0,2372.0,1458.0,1473.0,44.88,49.31,49.57,13.33,634.75,593.0,364.5,368.25
9,1/1/21 9:45,2570.0,2392.0,1835.0,1931.0,44.88,52.92,49.57,14.63,642.5,598.0,458.75,482.75
10,1/1/21 10:00,2600.0,2389.0,2204.0,2337.0,45.0,44.33,48.45,-3.35,650.0,597.25,551.0,584.25
10,1/1/21 10:15,2575.0,2390.0,2550.0,2691.0,45.0,49.04,48.45,2.64,643.75,597.5,637.5,672.75
10,1/1/21 10:30,2551.0,2357.0,2873.0,3104.0,45.0,40.93,48.45,31.01,637.75,589.25,718.25,776.0
10,1/1/21 10:45,2528.0,2397.0,3174.0,3394.0,45.0,49.66,48.45,14.32,632.0,599.25,793.5,848.5
11,1/1/21 11:00,2502.0,2396.0,3447.0,3805.0,47.2,44.77,48.13,32.53,625.5,599.0,861.75,951.25
11,1/1/21 11:15,2506.0,2301.0,3678.0,4173.0,47.2,51.08,48.13,36.44,626.5,575.25,919.5,1043.25
11,1/1/21 11:30,2535.0,2297.0,3854.0,4345.0,47.2,47.53,48.13,36.18,633.75,574.25,963.5,1086.25
11,1/1/21 11:45,2562.0,2320.0,3981.0,4548.0,47.2,44.61,48.13,24.72,640.5,580.0,995.25,1137.0
12,1/1/21 12:00,2602.0,2389.0,4071.0,4648.0,50.78,58.73,52.02,73.2,650.5,597.25,1017.75,1162.0
12,1/1/21 12:15,2647.0,2314.0,4117.0,4911.0,50.78,57.54,52.02,72.8,661.75,578.5,1029.25,1227.75
12,1/1/21 12:30,2726.0,2310.0,4100.0,4809.0,50.78,58.16,52.02,77.98,681.5,577.5,1025.0,1202.25
12,1/1/21 12:45,2847.0,2380.0,4022.0,4856.0,50.78,54.92,52.02,70.3,711.75,595.0,1005.5,1214.0
13,1/1/21 13:00,2968.0,2281.0,3905.0,4929.0,45.49,56.71,48.94,5.33,742.0,570.25,976.25,1232.25
13,1/1/21 13:15,3066.0,2333.0,3750.0,4642.0,45.49,51.07,48.94,62.78,766.5,583.25,937.5,1160.5
13,1/1/21 13:30,3147.0,2223.0,3547.0,4319.0,45.49,49.25,48.94,59.62,786.75,555.75,886.75,1079.75
13,1/1/21 13:45,3224.0,2314.0,3301.0,3916.0,45.49,42.67,48.94,56.98,806.0,578.5,825.25,979.0
14,1/1/21 14:00,3297.0,2234.0,3018.0,3551.0,44.73,49.31,49.08,57.5,824.25,558.5,754.5,887.75
14,1/1/21 14:15,3351.0,2201.0,2692.0,3114.0,44.73,45.71,49.08,66.12,837.75,550.25,673.0,778.5
14,1/1/21 14:30,3408.0,2310.0,2328.0,2644.0,44.73,53.76,49.08,72.57,852.0,577.5,582.0,661.0
14,1/1/21 14:45,3463.0,2396.0,1935.0,2200.0,44.73,57.47,49.08,69.71,865.75,599.0,483.75,550.0
15,1/1/21 15:00,3512.0,2549.0,1525.0,1669.0,46.59,47.56,50.79,54.92,878.0,637.25,381.25,417.25
15,1/1/21 15:15,3624.0,2449.0,1124.0,1153.0,46.59,50.16,50.79,67.35,906.0,612.25,281.0,288.25
15,1/1/21 15:30,3733.0,2392.0,736.0,741.0,46.59,54.87,50.79,74.88,933.25,598.0,184.0,185.25
15,1/1/21 15:45,3836.0,2426.0,397.0,385.0,46.59,59.17,50.79,75.22,959.0,606.5,99.25,96.25
16,1/1/21 16:00,3946.0,2612.0,161.0,154.0,52.99,52.95,55.85,98.21,986.5,653.0,40.25,38.5
16,1/1/21 16:15,4092.0,2800.0,39.0,35.0,52.99,62.23,55.85,74.36,1023.0,700.0,9.75,8.75
16,1/1/21 16:30,4236.0,3033.0,3.0,3.0,52.99,63.9,55.85,129.55,1059.0,758.25,0.75,0.75
16,1/1/21 16:45,4372.0,3260.0,0.0,0.0,52.99,67.16,55.85,32.09,1093.0,815.0,0.0,0.0
17,1/1/21 17:00,4499.0,3418.0,0.0,0.0,60.26,59.41,63.0,19.18,1124.75,854.5,0.0,0.0
17,1/1/21 17:15,4608.0,3586.0,0.0,0.0,60.26,61.4,63.0,31.8,1152.0,896.5,0.0,0.0
17,1/1/21 17:30,4694.0,3785.0,0.0,0.0,60.26,62.35,63.0,29.34,1173.5,946.25,0.0,0.0
17,1/1/21 17:45,4781.0,3865.0,0.0,0.0,60.26,61.51,63.0,27.46,1195.25,966.25,0.0,0.0
18,1/1/21 18:00,4859.0,3998.0,0.0,0.0,60.61,62.43,62.15,76.07,1214.75,999.5,0.0,0.0
18,1/1/21 18:15,4928.0,4065.0,0.0,0.0,60.61,61.33,62.15,69.57,1232.0,1016.25,0.0,0.0
18,1/1/21 18:30,4971.0,4190.0,0.0,0.0,60.61,63.31,62.15,-30.3,1242.75,1047.5,0.0,0.0
18,1/1/21 18:45,4988.0,4301.0,0.0,0.0,60.61,60.73,62.15,45.19,1247.0,1075.25,0.0,0.0
19,1/1/21 19:00,4983.0,4470.0,0.0,0.0,60.36,71.16,62.97,11.64,1245.75,1117.5,0.0,0.0
19,1/1/21 19:15,4979.0,4608.0,0.0,0.0,60.36,64.95,62.97,14.86,1244.75,1152.0,0.0,0.0
19,1/1/21 19:30,4984.0,4679.0,0.0,0.0,60.36,59.63,62.97,14.47,1246.0,1169.75,0.0,0.0
19,1/1/21 19:45,4998.0,4670.0,0.0,0.0,60.36,55.53,62.97,14.75,1249.5,1167.5,0.0,0.0
20,1/1/21 20:00,5016.0,4677.0,0.0,0.0,57.4,65.57,59.78,1.72,1254.0,1169.25,0.0,0.0
20,1/1/21 20:15,5035.0,4881.0,0.0,0.0,57.4,60.58,59.78,-2.05,1258.75,1220.25,0.0,0.0
20,1/1/21 20:30,5058.0,5061.0,0.0,0.0,57.4,52.96,59.78,78.71,1264.5,1265.25,0.0,0.0
20,1/1/21 20:45,5087.0,5083.0,0.0,0.0,57.4,49.66,59.78,52.01,1271.75,1270.75,0.0,0.0
21,1/1/21 21:00,5117.0,4936.0,0.0,0.0,53.86,61.23,54.1,93.8,1279.25,1234.0,0.0,0.0
21,1/1/21 21:15,5166.0,4877.0,0.0,0.0,53.86,56.88,54.1,71.75,1291.5,1219.25,0.0,0.0
21,1/1/21 21:30,5216.0,4989.0,0.0,0.0,53.86,51.19,54.1,62.81,1304.0,1247.25,0.0,0.0
21,1/1/21 21:45,5241.0,5041.0,0.0,0.0,53.86,45.91,54.1,1.55,1310.25,1260.25,0.0,0.0
22,1/1/21 22:00,5217.0,5167.0,0.0,0.0,53.45,85.54,58.46,10.05,1304.25,1291.75,0.0,0.0
22,1/1/21 22:15,5176.0,5300.0,0.0,0.0,53.45,68.09,58.46,-4.4,1294.0,1325.0,0.0,0.0
22,1/1/21 22:30,5133.0,5396.0,0.0,0.0,53.45,51.24,58.46,4.85,1283.25,1349.0,0.0,0.0
22,1/1/21 22:45,5098.0,5532.0,0.0,0.0,53.45,38.46,58.46,7.38,1274.5,1383.0,0.0,0.0
23,1/1/21 23:00,5062.0,5610.0,0.0,0.0,49.72,57.41,49.38,14.49,1265.5,1402.5,0.0,0.0
23,1/1/21 23:15,5020.0,5634.0,0.0,0.0,49.72,52.74,49.38,10.63,1255.0,1408.5,0.0,0.0
23,1/1/21 23:30,4966.0,5691.0,0.0,0.0,49.72,39.1,49.38,14.49,1241.5,1422.75,0.0,0.0
23,1/1/21 23:45,4912.0,5547.0,0.0,0.0,49.72,27.32,49.38,23.63,1228.0,1386.75,0.0,0.0
0,1/2/21 0:00,4603.0,5282.0,0.0,0.0,46.69,61.99,43.09,-26.33,1150.75,1320.5,0.0,0.0
0,1/2/21 0:15,4594.0,5147.0,0.0,0.0,46.69,43.17,43.09,-9.87,1148.5,1286.75,0.0,0.0
0,1/2/21 0:30,4575.0,5132.0,0.0,0.0,46.69,41.52,43.09,-5.6,1143.75,1283.0,0.0,0.0
0,1/2/21 0:45,4536.0,5043.0,0.0,0.0,46.69,31.06,43.09,4.34,1134.0,1260.75,0.0,0.0
1,1/2/21 1:00,4479.0,4937.0,0.0,0.0,42.43,45.84,42.56,-4.87,1119.75,1234.25,0.0,0.0
1,1/2/21 1:15,4410.0,4829.0,0.0,0.0,42.43,46.76,42.56,-17.14,1102.5,1207.25,0.0,0.0
1,1/2/21 1:30,4341.0,4771.0,0.0,0.0,42.43,42.37,42.56,-0.85,1085.25,1192.75,0.0,0.0
1,1/2/21 1:45,4275.0,4750.0,0.0,0.0,42.43,33.66,42.56,-36.8,1068.75,1187.5,0.0,0.0
2,1/2/21 2:00,4205.0,4675.0,0.0,0.0,41.09,39.17,37.49,9.51,1051.25,1168.75,0.0,0.0
2,1/2/21 2:15,4126.0,4756.0,0.0,0.0,41.09,24.38,37.49,-4.8,1031.5,1189.0,0.0,0.0
2,1/2/21 2:30,4038.0,4654.0,0.0,0.0,41.09,22.35,37.49,2.2,1009.5,1163.5,0.0,0.0
2,1/2/21 2:45,3952.0,4603.0,0.0,0.0,41.09,20.03,37.49,-2.91,988.0,1150.75,0.0,0.0
3,1/2/21 3:00,3867.0,4601.0,0.0,0.0,40.0,30.21,36.56,19.54,966.75,1150.25,0.0,0.0
3,1/2/21 3:15,3812.0,4582.0,0.0,0.0,40.0,30.57,36.56,11.56,953.0,1145.5,0.0,0.0
3,1/2/21 3:30,3758.0,4398.0,0.0,0.0,40.0,36.07,36.56,5.38,939.5,1099.5,0.0,0.0
3,1/2/21 3:45,3709.0,4338.0,0.0,0.0,40.0,35.04,36.56,4.52,927.25,1084.5,0.0,0.0
4,1/2/21 4:00,3661.0,4297.0,0.0,0.0,37.55,33.72,35.27,-13.41,915.25,1074.25,0.0,0.0
4,1/2/21 4:15,3597.0,4282.0,0.0,0.0,37.55,38.58,35.27,-23.47,899.25,1070.5,0.0,0.0
4,1/2/21 4:30,3536.0,4213.0,0.0,0.0,37.55,31.16,35.27,-8.72,884.0,1053.25,0.0,0.0
4,1/2/21 4:45,3464.0,4156.0,0.0,0.0,37.55,23.45,35.27,-7.19,866.0,1039.0,0.0,0.0
5,1/2/21 5:00,3393.0,4196.0,0.0,0.0,39.0,40.72,39.98,51.03,848.25,1049.0,0.0,0.0
5,1/2/21 5:15,3340.0,4146.0,0.0,0.0,39.0,41.47,39.98,46.32,835.0,1036.5,0.0,0.0
5,1/2/21 5:30,3292.0,4036.0,0.0,0.0,39.0,41.14,39.98,12.02,823.0,1009.0,0.0,0.0
5,1/2/21 5:45,3246.0,3941.0,0.0,0.0,39.0,43.84,39.98,17.01,811.5,985.25,0.0,0.0
6,1/2/21 6:00,3214.0,3834.0,0.0,0.0,42.09,46.2,42.27,-19.63,803.5,958.5,0.0,0.0
6,1/2/21 6:15,3169.0,3788.0,0.0,0.0,42.09,42.66,42.27,-11.2,792.25,947.0,0.0,0.0
6,1/2/21 6:30,3129.0,3723.0,0.0,0.0,42.09,39.66,42.27,-8.08,782.25,930.75,0.0,0.0
6,1/2/21 6:45,3092.0,3662.0,0.0,0.0,42.09,41.61,42.27,-14.3,773.0,915.5,0.0,0.0
7,1/2/21 7:00,3045.0,3706.0,0.0,0.0,44.96,39.76,46.14,-31.92,761.25,926.5,0.0,0.0
7,1/2/21 7:15,2989.0,3671.0,0.0,0.0,44.96,46.24,46.14,-42.8,747.25,917.75,0.0,0.0
7,1/2/21 7:30,2928.0,3620.0,0.0,0.0,44.96,44.39,46.14,-40.53,732.0,905.0,0.0,0.0
7,1/2/21 7:45,2868.0,3563.0,0.0,0.0,44.96,45.32,46.14,-30.81,717.0,890.75,0.0,0.0
8,1/2/21 8:00,2807.0,3473.0,4.0,4.0,48.45,38.2,43.87,-16.24,701.75,868.25,1.0,1.0
8,1/2/21 8:15,2744.0,3333.0,46.0,46.0,48.45,41.76,43.87,-34.89,686.0,833.25,11.5,11.5
8,1/2/21 8:30,2684.0,3281.0,185.0,187.0,48.45,39.22,43.87,-21.06,671.0,820.25,46.25,46.75
8,1/2/21 8:45,2628.0,3124.0,454.0,431.0,48.45,37.63,43.87,-41.41,657.0,781.0,113.5,107.75
9,1/2/21 9:00,2571.0,3053.0,830.0,674.0,52.0,36.11,49.08,14.63,642.75,763.25,207.5,168.5
9,1/2/21 9:15,2485.0,2925.0,1244.0,928.0,52.0,43.51,49.08,14.63,621.25,731.25,311.0,232.0
9,1/2/21 9:30,2398.0,2848.0,1667.0,1244.0,52.0,51.88,49.08,-134.71,599.5,712.0,416.75,311.0
9,1/2/21 9:45,2304.0,2694.0,2087.0,1425.0,52.0,57.42,49.08,24.18,576.0,673.5,521.75,356.25
10,1/2/21 10:00,2207.0,2575.0,2492.0,1732.0,52.0,49.15,51.22,27.01,551.75,643.75,623.0,433.0
10,1/2/21 10:15,2082.0,2408.0,2871.0,2050.0,52.0,58.66,51.22,14.52,520.5,602.0,717.75,512.5
10,1/2/21 10:30,1959.0,2160.0,3220.0,2446.0,52.0,57.15,51.22,25.13,489.75,540.0,805.0,611.5
10,1/2/21 10:45,1837.0,2008.0,3539.0,2633.0,52.0,59.9,51.22,26.69,459.25,502.0,884.75,658.25
11,1/2/21 11:00,1712.0,1788.0,3823.0,2999.0,52.15,45.6,53.98,14.52,428.0,447.0,955.75,749.75
11,1/2/21 11:15,1614.0,1710.0,4064.0,3151.0,52.15,56.79,53.98,14.52,403.5,427.5,1016.0,787.75
11,1/2/21 11:30,1520.0,1607.0,4246.0,3251.0,52.15,59.97,53.98,21.08,380.0,401.75,1061.5,812.75
11,1/2/21 11:45,1427.0,1547.0,4377.0,3396.0,52.15,59.47,53.98,25.24,356.75,386.75,1094.25,849.0
12,1/2/21 12:00,1339.0,1440.0,4463.0,3499.0,55.95,61.16,56.24,33.82,334.75,360.0,1115.75,874.75
12,1/2/21 12:15,1266.0,1419.0,4493.0,3625.0,55.95,58.85,56.24,29.27,316.5,354.75,1123.25,906.25
12,1/2/21 12:30,1212.0,1381.0,4459.0,3694.0,55.95,56.92,56.24,41.5,303.0,345.25,1114.75,923.5
12,1/2/21 12:45,1182.0,1374.0,4368.0,3516.0,55.95,55.2,56.24,83.5,295.5,343.5,1092.0,879.0
13,1/2/21 13:00,1168.0,1370.0,4231.0,3505.0,52.0,57.44,54.22,94.07,292.0,342.5,1057.75,876.25
13,1/2/21 13:15,1155.0,1382.0,4041.0,3257.0,52.0,57.38,54.22,83.5,288.75,345.5,1010.25,814.25
13,1/2/21 13:30,1139.0,1358.0,3797.0,3067.0,52.0,55.3,54.22,73.06,284.75,339.5,949.25,766.75
13,1/2/21 13:45,1134.0,1317.0,3505.0,2835.0,52.0,55.12,54.22,72.9,283.5,329.25,876.25,708.75
14,1/2/21 14:00,1132.0,1250.0,3178.0,2456.0,50.69,58.16,55.74,70.93,283.0,312.5,794.5,614.0
14,1/2/21 14:15,1136.0,1231.0,2819.0,2061.0,50.69,64.42,55.74,78.09,284.0,307.75,704.75,515.25
14,1/2/21 14:30,1167.0,1276.0,2418.0,1774.0,50.69,65.96,55.74,88.03,291.75,319.0,604.5,443.5
14,1/2/21 14:45,1198.0,1304.0,1986.0,1310.0,50.69,64.72,55.74,-16.19,299.5,326.0,496.5,327.5
15,1/2/21 15:00,1225.0,1430.0,1554.0,1003.0,53.45,51.31,55.87,32.51,306.25,357.5,388.5,250.75
15,1/2/21 15:15,1337.0,1520.0,1133.0,737.0,53.45,54.12,55.87,37.49,334.25,380.0,283.25,184.25
15,1/2/21 15:30,1443.0,1662.0,734.0,433.0,53.45,55.74,55.87,-9.72,360.75,415.5,183.5,108.25
15,1/2/21 15:45,1551.0,1844.0,390.0,234.0,53.45,56.75,55.87,43.24,387.75,461.0,97.5,58.5
16,1/2/21 16:00,1646.0,2102.0,158.0,98.0,59.99,41.96,57.54,22.0,411.5,525.5,39.5,24.5
16,1/2/21 16:15,1801.0,2268.0,40.0,27.0,59.99,54.95,57.54,18.29,450.25,567.0,10.0,6.75
16,1/2/21 16:30,1946.0,2435.0,4.0,2.0,59.99,57.43,57.54,64.24,486.5,608.75,1.0,0.5
16,1/2/21 16:45,2088.0,2603.0,0.0,0.0,59.99,63.54,57.54,-18.39,522.0,650.75,0.0,0.0
17,1/2/21 17:00,2237.0,2777.0,0.0,0.0,62.0,51.32,62.22,72.27,559.25,694.25,0.0,0.0
17,1/2/21 17:15,2379.0,2929.0,0.0,0.0,62.0,60.53,62.22,71.38,594.75,732.25,0.0,0.0
17,1/2/21 17:30,2502.0,2997.0,0.0,0.0,62.0,64.26,62.22,68.11,625.5,749.25,0.0,0.0
17,1/2/21 17:45,2626.0,3119.0,0.0,0.0,62.0,64.52,62.22,32.63,656.5,779.75,0.0,0.0
18,1/2/21 18:00,2743.0,3252.0,0.0,0.0,63.08,68.51,61.8,18.29,685.75,813.0,0.0,0.0
18,1/2/21 18:15,2848.0,3481.0,0.0,0.0,63.08,60.36,61.8,16.99,712.0,870.25,0.0,0.0
18,1/2/21 18:30,2930.0,3594.0,0.0,0.0,63.08,58.11,61.8,16.19,732.5,898.5,0.0,0.0
18,1/2/21 18:45,2982.0,3765.0,0.0,0.0,63.08,50.06,61.8,18.29,745.5,941.25,0.0,0.0
19,1/2/21 19:00,3023.0,3984.0,0.0,0.0,62.17,66.21,60.86,32.74,755.75,996.0,0.0,0.0
19,1/2/21 19:15,3070.0,4303.0,0.0,0.0,62.17,54.77,60.86,89.05,767.5,1075.75,0.0,0.0
19,1/2/21 19:30,3127.0,4423.0,0.0,0.0,62.17,56.31,60.86,17.05,781.75,1105.75,0.0,0.0
19,1/2/21 19:45,3194.0,4595.0,0.0,0.0,62.17,44.79,60.86,15.49,798.5,1148.75,0.0,0.0
20,1/2/21 20:00,3266.0,4800.0,0.0,0.0,60.03,63.2,56.74,30.23,816.5,1200.0,0.0,0.0
20,1/2/21 20:15,3332.0,4964.0,0.0,0.0,60.03,58.51,56.74,13.54,833.0,1241.0,0.0,0.0
20,1/2/21 20:30,3414.0,5215.0,0.0,0.0,60.03,53.74,56.74,10.14,853.5,1303.75,0.0,0.0
20,1/2/21 20:45,3499.0,5329.0,0.0,0.0,60.03,40.19,56.74,6.21,874.75,1332.25,0.0,0.0
21,1/2/21 21:00,3585.0,5383.0,0.0,0.0,55.03,57.64,51.79,6.76,896.25,1345.75,0.0,0.0
21,1/2/21 21:15,3698.0,5530.0,0.0,0.0,55.03,54.92,51.79,30.29,924.5,1382.5,0.0,0.0
21,1/2/21 21:30,3813.0,5640.0,0.0,0.0,55.03,46.66,51.79,16.81,953.25,1410.0,0.0,0.0
21,1/2/21 21:45,3930.0,5717.0,0.0,0.0,55.03,38.14,51.79,11.58,982.5,1429.25,0.0,0.0
22,1/2/21 22:00,4035.0,5869.0,0.0,0.0,52.25,57.84,47.88,28.43,1008.75,1467.25,0.0,0.0
22,1/2/21 22:15,4170.0,6141.0,0.0,0.0,52.25,44.24,47.88,27.05,1042.5,1535.25,0.0,0.0
22,1/2/21 22:30,4307.0,6319.0,0.0,0.0,52.25,44.48,47.88,-1.02,1076.75,1579.75,0.0,0.0
22,1/2/21 22:45,4453.0,6556.0,0.0,0.0,52.25,33.69,47.88,-0.71,1113.25,1639.0,0.0,0.0
23,1/2/21 23:00,4600.0,6790.0,0.0,0.0,48.45,41.86,41.17,16.8,1150.0,1697.5,0.0,0.0
23,1/2/21 23:15,4732.0,7110.0,0.0,0.0,48.45,37.79,41.17,14.27,1183.0,1777.5,0.0,0.0
23,1/2/21 23:30,4886.0,7569.0,0.0,0.0,48.45,32.65,41.17,-2.07,1221.5,1892.25,0.0,0.0
23,1/2/21 23:45,5041.0,8017.0,0.0,0.0,48.45,29.59,41.17,-94.13,1260.25,2004.25,0.0,0.0
0,1/3/21 0:00,7088.0,8464.0,0.0,0.0,46.11,45.42,40.4,-107.57,1772.0,2116.0,0.0,0.0
0,1/3/21 0:15,7309.0,8810.0,0.0,0.0,46.11,40.83,40.4,15.15,1827.25,2202.5,0.0,0.0
0,1/3/21 0:30,7528.0,9156.0,0.0,0.0,46.11,34.14,40.4,-68.86,1882.0,2289.0,0.0,0.0
0,1/3/21 0:45,7737.0,9433.0,0.0,0.0,46.11,31.78,40.4,-5.85,1934.25,2358.25,0.0,0.0
1,1/3/21 1:00,7946.0,9525.0,0.0,0.0,43.0,35.22,41.4,8.32,1986.5,2381.25,0.0,0.0
1,1/3/21 1:15,8171.0,9654.0,0.0,0.0,43.0,34.18,41.4,-13.88,2042.75,2413.5,0.0,0.0
1,1/3/21 1:30,8398.0,9917.0,0.0,0.0,43.0,43.44,41.4,-6.85,2099.5,2479.25,0.0,0.0
1,1/3/21 1:45,8628.0,10154.0,0.0,0.0,43.0,33.01,41.4,-26.11,2157.0,2538.5,0.0,0.0
2,1/3/21 2:00,8872.0,10515.0,0.0,0.0,39.55,36.42,35.78,-11.11,2218.0,2628.75,0.0,0.0
2,1/3/21 2:15,9104.0,10908.0,0.0,0.0,39.55,33.32,35.78,-9.2,2276.0,2727.0,0.0,0.0
2,1/3/21 2:30,9342.0,11253.0,0.0,0.0,39.55,26.77,35.78,-32.18,2335.5,2813.25,0.0,0.0
2,1/3/21 2:45,9588.0,11431.0,0.0,0.0,39.55,25.3,35.78,-21.7,2397.0,2857.75,0.0,0.0
3,1/3/21 3:00,9835.0,11985.0,0.0,0.0,35.18,30.31,30.35,6.55,2458.75,2996.25,0.0,0.0
3,1/3/21 3:15,10145.0,12222.0,0.0,0.0,35.18,32.79,30.35,-16.12,2536.25,3055.5,0.0,0.0
3,1/3/21 3:30,10456.0,12281.0,0.0,0.0,35.18,23.11,30.35,-7.53,2614.0,3070.25,0.0,0.0
3,1/3/21 3:45,10771.0,12702.0,0.0,0.0,35.18,24.14,30.35,-25.67,2692.75,3175.5,0.0,0.0
4,1/3/21 4:00,11087.0,13073.0,0.0,0.0,33.45,34.86,28.27,-7.87,2771.75,3268.25,0.0,0.0
4,1/3/21 4:15,11435.0,13386.0,0.0,0.0,33.45,36.92,28.27,-4.78,2858.75,3346.5,0.0,0.0
4,1/3/21 4:30,11782.0,13736.0,0.0,0.0,33.45,27.65,28.27,-5.48,2945.5,3434.0,0.0,0.0
4,1/3/21 4:45,12138.0,13981.0,0.0,0.0,33.45,8.99,28.27,-23.89,3034.5,3495.25,0.0,0.0
5,1/3/21 5:00,12497.0,14282.0,0.0,0.0,32.37,42.36,26.39,-32.64,3124.25,3570.5,0.0,0.0
5,1/3/21 5:15,12939.0,14861.0,0.0,0.0,32.37,33.39,26.39,-31.44,3234.75,3715.25,0.0,0.0
5,1/3/21 5:30,13365.0,15511.0,0.0,0.0,32.37,18.37,26.39,-32.75,3341.25,3877.75,0.0,0.0
5,1/3/21 5:45,13877.0,16023.0,0.0,0.0,32.37,-26.39,26.39,-71.42,3469.25,4005.75,0.0,0.0
6,1/3/21 6:00,14439.0,16820.0,0.0,0.0,31.7,21.38,20.62,25.97,3609.75,4205.0,0.0,0.0
